X,Y,Value
92,10,0.024737640779118563
16,169,0.007093980948177011
13,16,0.0310293127179671
49,179,0.027410512985730485
172,39,0.012402442208275771
144,132,0.015174673891704592
61,112,0.0212500969000807
123,4,0.02218647174008627
52,8,0.0128568007201482
42,173,0.016177370115737822
146,23,0.038502437233469425
115,169,0.025624989030993774
30,130,0.02834322792095442
106,94,0.015239450998879866
199,7,0.0181542036602288
62,195,0.011891732947141707
59,138,0.022174623689236027
187,85,0.019698506139412625
75,185,0.03387091667563062
183,42,0.018091020014037198
115,190,0.020064226251019432
32,134,0.014352885264944722
48,147,0.0213820514636635
103,199,0.015296894293262402
29,95,0.013769304070348258
170,15,0.01937483150833527
130,41,0.014580184336173245
29,19,0.014825064921353713
46,161,0.023058584508652093
33,90,0.026533279802633977
173,11,0.025213901009241892
3,54,0.019968960486238144
16,193,0.020546243237923305
64,200,0.015454725960775195
83,82,0.021770882024373585
126,163,0.025992227503021152
115,52,0.014168652454266038
52,40,0.025995477796844794
72,150,0.016101819305866343
100,87,0.022581215664370425
96,57,0.011669348362947512
147,40,0.021026876325013377
183,77,0.02786420880745292
71,187,0.019530521076068213
161,61,0.010503419193827593
44,150,0.02978819863920956
95,167,0.01506847508401431
23,160,0.01411697990508888
27,117,0.016306973497062425
176,184,0.014026613580421704
147,2,0.02118340282333469
168,111,0.021999015687078183
124,68,0.017833373696728706
194,158,0.02493395033781893
11,61,0.022674761498692343
9,158,0.012325154326843855
33,18,0.023957706383892535
63,143,0.012206021447607343
165,64,0.01949732400899796
122,32,0.018359153139893274
101,57,0.015206820330985266
10,155,0.02675718824923502
53,117,0.02015481924702472
159,94,0.023111402582581743
70,20,0.01972882833839923
26,80,0.014694167405893382
164,177,0.023487168901275248
152,104,0.01521887946003752
115,6,0.025097305694806796
46,106,0.034502423666978546
84,107,0.022059021858463444
87,128,0.024048484941710233
69,69,0.022623281914566577
85,119,0.027505700203382537
134,65,0.012504905305640397
123,10,0.014260479064752283
87,134,0.020443519002898987
139,127,0.019641592728854854
24,165,0.013094793761734613
178,115,0.00947721641148756
154,167,0.01717020504997809
79,44,0.02987105226764175
96,146,0.033464981782346456
135,156,0.025011232077821747
1,2,0.010278036598147203
176,162,0.024497689604361952
176,89,0.016758898305890127
94,65,0.020768015024295698
58,22,0.024065059115445
125,164,0.02995959669689539
140,124,0.02080630761816363
68,138,0.01577947239058429
111,93,0.02458965475129396
7,5,0.024918582928110847
56,180,0.025423062034491992
123,173,0.026862746509387962
22,159,0.021732521610917484
147,62,0.014340416944145777
167,154,0.02079930956673493
18,141,0.009427178248289253
74,26,0.026904827836316328
106,115,0.02303400336019345
95,54,0.024216175034086827
131,134,0.020966529539136233
17,104,0.005652656066166245
14,13,0.01634188032169952
19,33,0.025665941428921868
112,176,0.01835783383905727
173,7,0.0250222149531459
56,129,0.014374256065280228
9,113,0.02154872491178695
151,118,0.016711839730262135
17,32,0.016105067824729098
97,24,0.018884986733710134
17,107,0.030288567310257683
61,141,0.021033290957018266
68,69,0.02133463076319708
23,31,0.029551046542942005
130,167,0.018273830564462665
161,198,0.023106351527541556
117,67,0.015661454886473667
144,34,0.025090133452218968
182,116,0.011918112749769576
56,118,0.01966504360577882
97,51,0.026766307876989904
88,17,0.028030637135155023
167,57,0.019481172367333825
149,76,0.005661538180288252
112,137,0.02987149324158731
146,192,0.016264749773125406
30,53,0.024309062902477363
149,44,0.009820142948562567
17,21,0.01732307614486655
102,113,0.029786364394417494
192,103,0.022057617193222696
52,18,0.022061325893292322
99,57,0.025387905498635305
188,10,0.01181159820173065
135,20,0.020190661239901583
184,153,0.02284924777336033
21,20,0.026797037466352897
200,39,0.015143607330577331
93,15,0.02140543958905615
49,150,0.02399752406634708
37,137,0.04229432435527706
8,64,0.029539207028452606
92,10,0.005776480194075537
135,112,0.020103364477186254
85,33,0.021146492442577495
87,125,0.024908973307415913
74,199,0.015804631363135414
179,38,0.02597870917799838
43,73,0.01584352787859002
176,139,0.019379101718967822
93,65,0.023623196385912287
24,180,0.016351730099843215
162,192,0.02050919672311995
132,33,0.029467941192484966
7,154,0.017218077537766326
168,88,0.01304883796461805
84,163,0.02434211384586759
3,114,0.015292756032900295
85,166,0.018389599846878404
115,123,0.023046795594944224
112,193,0.022767986023409827
85,134,0.02707669751338428
156,146,0.015923621999514977
71,32,0.018088330580202507
37,142,0.016051884236812985
120,123,0.019024304118346234
51,127,0.03193609471839877
132,13,0.01963368835341825
197,169,0.019833140096490447
64,181,0.02306915535980673
64,183,0.01269947970035871
104,86,0.025721606162480978
171,152,0.01964981572885889
14,104,0.015770322967529286
101,72,0.022245894931191917
6,182,0.01890099609705103
120,51,0.019090311381032475
140,9,0.01931075216770009
187,44,0.029283231285317866
116,97,0.016682540810409485
127,185,0.025725558063472806
148,187,0.020986520644872518
172,19,0.018333647535026084
158,50,0.016133482284656827
132,200,0.01779736394157641
90,40,0.018344520056621398
41,22,0.02654372902105821
74,200,0.01531176247318338
193,27,0.029859942402586284
110,117,0.018975288643693963
138,42,0.016078148539358444
68,157,0.015752542816766454
107,126,0.02112863291814052
24,133,0.030488208783335684
7,20,0.01865443496507127
78,115,0.019425706710900537
178,198,0.021230434429274785
194,95,0.020380470188436438
151,165,0.01555001341636205
104,52,0.025929747194788078
138,125,0.012616854604610053
45,194,0.014119517828808721
182,79,0.017507412002721094
168,135,0.01832935435700138
193,15,0.02632459608525852
143,143,0.016261646288697078
87,195,0.018930849066454244
50,113,0.018005685768329786
31,47,0.02962330298468757
57,66,0.0286929287647227
157,2,0.013649602099781711
105,167,0.02261908603007302
56,163,0.012216791156705492
167,47,0.015025559418359261
