X,Y,Value
24,27,0.03121912114373202
108,154,0.04276596960752564
182,66,0.037036856077402626
98,97,0.03493024835680719
93,164,0.0392226097685828
58,2,0.03516446721897608
102,128,0.029140521054841904
180,159,0.035781236943779444
65,174,0.03415563460353041
66,8,0.03606067554403268
124,105,0.03237020291572468
176,20,0.03437202653254062
171,32,0.03802296685425752
163,64,0.045444255706435274
103,78,0.032136558045574116
99,188,0.03966410065191689
43,57,0.022446918045544682
99,9,0.04100451565023427
54,117,0.03406324708419561
97,146,0.03183408198693071
38,81,0.04310808023075488
118,19,0.026857604316644725
110,106,0.036694708265155834
114,101,0.032765784055546865
2,142,0.03636253732906633
177,98,0.03528028660887327
181,164,0.029709337798845735
164,142,0.03279045919462976
37,83,0.0320650803530357
101,143,0.03438282283753052
186,151,0.04667726958375186
65,9,0.04134672341570773
21,42,0.043749289941192024
145,116,0.03619179828898865
39,199,0.04726328423862314
129,83,0.02193301149001696
190,200,0.027797919999898862
126,5,0.035030846546834
168,167,0.03754984596617451
109,109,0.03578171955401945
61,87,0.02724728028579699
154,15,0.04493276360972526
134,96,0.02601364246469135
101,101,0.030466991130392695
129,90,0.0367949173070278
171,155,0.0352118465011134
11,42,0.028871366846970285
122,104,0.0450440148012147
66,1,0.03110267827647429
162,95,0.03338585162586809
192,74,0.04564994771122004
7,12,0.037138846909342514
98,59,0.035755155816325594
41,49,0.03125275148794071
176,122,0.036688655151326854
6,180,0.03902815624343843
94,84,0.03262706823439505
185,104,0.04350087378181051
181,23,0.03894322516043843
90,15,0.033824851667006904
16,56,0.030960408040853527
158,102,0.043697027573709454
187,76,0.03603607340496378
177,6,0.038593299873741764
19,39,0.042461533074370644
116,195,0.02546616503885571
132,132,0.033733943602049295
92,136,0.031182585525052653
50,65,0.03400364168999721
7,20,0.04506841049028407
143,74,0.047600227950011585
100,197,0.03598839268858553
124,50,0.029995125973173067
180,48,0.03853631158292702
182,9,0.029120092139756568
136,113,0.028955251750376165
97,71,0.03101697442819529
48,56,0.03488055925026019
78,2,0.03404534250984576
21,12,0.031758321033357996
172,171,0.03094360551227849
11,34,0.024517569432762544
115,7,0.03837168357030205
150,109,0.03623625960825432
36,180,0.03657620635235221
69,106,0.03210738739173454
65,55,0.03400671819804381
143,171,0.03369524240762346
75,113,0.03877885208970118
58,51,0.04311810682333281
23,119,0.030446804763656722
34,17,0.03366016198237485
157,24,0.025506373142764105
135,49,0.029324896095607962
153,137,0.04147175731242922
150,196,0.03938683516061513
4,143,0.031816734159301606
7,41,0.035564705313315376
84,38,0.03896011754669843
83,6,0.0343447924075484
128,177,0.047820770951369614
11,11,0.019473637834880188
175,186,0.038721363997755796
187,181,0.03242020550565019
32,41,0.04391774574799464
81,63,0.025818662002437393
119,62,0.041873108840079894
191,63,0.022383594167553096
147,3,0.03638950155556617
161,46,0.036237868324235596
148,141,0.03427630824581176
128,5,0.03917733765861151
103,194,0.04089943981735677
185,15,0.030210928778134333
114,119,0.05385299990452483
128,161,0.024705027689678916
1,12,0.028505756731775647
170,154,0.03489958600126925
23,62,0.038341300693166595
27,175,0.050703573575746626
190,92,0.0340297515314292
118,180,0.03386229617141641
22,114,0.03359895298643226
25,130,0.04186490515656603
75,46,0.025166916973888363
114,193,0.021322168530163277
124,32,0.0420594208324745
31,10,0.03704067658636231
168,118,0.032360766479218254
95,174,0.032756363953996656
179,181,0.044486845963624996
125,52,0.037587633813164656
187,176,0.046292377186005436
34,65,0.02677349243279941
145,92,0.04114730551774415
121,179,0.0335434237988185
160,178,0.0407774940029897
19,170,0.029348425724906858
149,127,0.0365361832934725
115,52,0.029112463388585596
58,108,0.03903452812794114
9,171,0.037922494639007806
172,152,0.03299891133308567
197,185,0.036074914457512985
22,154,0.03653502013429929
39,96,0.04706388457218333
122,36,0.03757622787971769
18,190,0.03357291425367803
87,143,0.04682475973448579
23,42,0.03462368671206747
7,69,0.0334427968116814
160,179,0.03730133364842249
95,77,0.03414538620333052
80,126,0.04139538747119558
137,81,0.03868296431499299
62,133,0.036238509175037625
185,37,0.033138412407729155
200,20,0.03891584316818187
22,45,0.040155663302622276
171,137,0.031080051325137886
6,49,0.033076736906756304
59,28,0.027946498238825352
39,36,0.023074233717537883
186,186,0.03410808248704655
60,76,0.032968891731036565
182,71,0.022191113633195016
112,54,0.0353799783491196
14,25,0.04068415379177291
137,104,0.02367765464930052
85,79,0.04137853106092259
51,26,0.04172549794042441
164,67,0.03916948557617862
131,17,0.04258399613226166
70,77,0.026839256822538526
189,148,0.03318351875484834
189,82,0.031526451398818114
183,188,0.03356588525882159
61,180,0.03394819136384415
180,126,0.033841561601625235
11,70,0.02880313350376745
142,160,0.03524472023499068
132,12,0.03900915310722368
138,195,0.04852215471829213
156,80,0.035660622632960985
32,197,0.03381506102766389
51,49,0.04265166252188303
32,98,0.03454133208909697
170,151,0.03904059237016163
122,125,0.03378111751180427
81,129,0.027364187088488204
118,47,0.05018740025201139
30,119,0.03730362443538744
6,89,0.047726040047179535
90,41,0.042576992790448694
80,82,0.03498960383590358
103,71,0.04360870175538739
137,141,0.030021293787411224
88,98,0.03328345934002082
135,177,0.019994154626423948
56,111,0.035811974917895735
8,174,0.032079915022084
76,56,0.03588369483580044
166,136,0.03226175029453984
39,199,0.03289902123001031
142,152,0.0344447961309736
37,48,0.03689667099679611
16,41,0.034303237098443455
104,41,0.033498135532531836
140,170,0.012082339175842675
70,193,0.042464999325841496
42,69,0.046736351623711814
20,160,0.03826640276623874
50,66,0.027800767669682817
170,111,0.03903070364081063
34,51,0.031024776450406653
35,26,0.03588504568729935
34,123,0.04407394821778745
146,40,0.030836368367424316
180,30,0.0361496064659518
60,7,0.033255289162964115
54,115,0.03610555530612424
189,59,0.03758192530344392
120,49,0.04189219351145472
155,36,0.03295143435026035
99,81,0.038343433652443505
153,112,0.04010928305669935
25,156,0.026780102773794407
137,52,0.03088089515698861
197,59,0.04024266597562572
69,86,0.028242384731781676
50,77,0.033800698383916236
68,96,0.041898496697507656
157,192,0.03004436742276627
27,191,0.041732558295077944
14,69,0.04588758256990627
