X,Y,Value
190,118,0.022373643085735636
49,99,0.02152222237271742
182,156,0.01197085591314883
31,195,0.01936721062348054
57,15,0.013031939480538724
6,43,0.01728202233045141
61,7,0.021936715267125317
101,174,0.01911582150881135
66,88,0.0216763094547851
185,178,0.02279735565872113
172,74,0.02975337205347598
184,27,0.02110768096976314
79,115,0.020389732440687387
28,146,0.016624171014156034
37,60,0.018970793636635938
114,100,0.01355811638129573
154,97,0.01604390138333795
1,5,0.026842990378571147
60,185,0.021606102509264345
48,165,0.03084726953868932
103,3,0.0222562909558869
104,21,0.02599808262092635
196,135,0.008105631307767891
170,178,0.01369400222312541
4,108,0.025518383641078078
106,145,0.02141427577064372
89,9,0.01046420350039351
19,179,0.02358962103638633
103,13,0.01994253693604733
1,22,0.023292255294980035
31,73,0.020052409758661984
49,176,0.017443036420701837
84,55,0.023912274249193663
48,131,0.017570394886523906
152,154,0.023918361135951548
56,2,0.012032487333392817
45,112,0.026233958806129443
194,60,0.018915380532622178
156,126,0.014651215671929153
125,115,0.019274075967641358
7,65,0.018898066238683696
9,146,0.01981051817814065
147,43,0.020792081846676254
111,70,0.025520119553687264
110,170,0.02485540409258213
92,163,0.01537489604211838
118,44,0.02068073813697051
174,163,0.03447436616642202
89,36,0.016293531404289102
85,117,0.02177858290484461
101,153,0.023253285551094512
126,14,0.014080738138198799
87,71,0.022094169826289565
61,19,0.02605814928049151
120,191,0.023885543145749533
36,178,0.02397478348193906
77,181,0.014885628520865155
40,171,0.022143130858583576
176,168,0.03028575941499045
5,42,0.015813580003163553
86,56,0.02694815748805655
91,45,0.02371103545059554
45,27,0.014051393985675936
40,183,0.016013988251698134
17,17,0.022915591244580473
186,197,0.019530105578512806
31,54,0.02309454892979245
7,22,0.019243271127443493
129,32,0.011343447596480151
164,200,0.028392593448064232
131,84,0.024051493135614888
141,31,0.028576098823100526
137,33,0.01334371018670075
11,59,0.026030515264565394
147,92,0.022417182223259634
181,121,0.023579911894508306
15,19,0.01959847174071454
127,47,0.026153035656295308
15,162,0.012514707235979892
25,64,0.012507325529569235
128,44,0.010250627031433568
75,12,0.01624183809603321
17,61,0.013717356417825625
191,168,0.019142830997335044
126,137,0.01399143293956228
86,23,0.02965510793058368
103,111,0.02738429432967247
21,79,0.017229162511938248
183,96,0.020546943798136715
195,111,0.03343272639241238
194,165,0.02558891630514049
187,145,0.021830879588689147
54,187,0.026189898606187582
62,41,0.025665822275799825
68,163,0.019015908799496183
34,58,0.010658498436418935
138,81,0.018605991838240726
176,91,0.025997791846456484
58,2,0.015676280452600035
42,63,0.01637588640229787
188,58,0.017499904575140723
192,133,0.023334965214657718
44,117,0.021716208230079335
61,3,0.0163182056789133
156,45,0.026893286366339104
49,106,0.00500031824178772
64,10,0.022526413233235523
63,31,0.024140746199705097
92,48,0.00637099227548789
118,48,0.026022533895714735
143,77,0.018464837591808458
25,131,0.01258125481750106
177,166,0.02534014052392418
56,17,0.014787799822640932
169,108,0.021083040773299453
196,31,0.02096380432236936
151,107,0.019895623264249145
113,105,0.019808079622137258
143,176,0.015075051821249557
52,64,0.019544513406946625
195,170,0.015255958828706097
35,54,0.02169465021930394
5,107,0.017110655883115743
197,137,0.025799124014157883
112,101,0.017514424255626243
157,198,0.029720962919682785
57,74,0.0185973227431834
93,128,0.010514744976006091
186,176,0.018318070858985954
171,81,0.031324132065742125
188,192,0.014935235527286947
24,96,0.015823103450597727
46,195,0.02230045751287064
4,42,0.021611324576148998
3,75,0.024735048722797824
195,99,0.02570648515257049
160,135,0.024805898193733605
90,192,0.017124517131534858
18,161,0.013841919122963911
174,86,0.01657619055249505
192,182,0.013521421127254157
21,186,0.005049133673281156
161,83,0.026051599446737583
66,21,0.018208162670244183
167,70,0.021886887017473388
40,84,0.018815042915638767
55,31,0.026915478505499593
95,102,0.021962007282175552
11,200,0.022905855312612376
12,116,0.024236530122586114
16,200,0.026373355512801615
70,145,0.023626342179166992
124,60,0.005879999919276234
187,48,0.016585740848319798
135,68,0.022465964256827
154,47,0.01502363251507463
120,171,0.016460864798851237
99,31,0.019533861861141092
112,116,0.009483390917628662
5,187,0.019786527447682466
149,101,0.011041566415475369
41,139,0.017851867792779395
5,93,0.015169117446242707
4,193,0.008764530363583281
