X,Y,Value
1,1,0.026952261492252248
1,2,0.028807225744553872
1,3,0.0299805277030369
1,4,0.02955001863073386
1,5,0.03108417483024637
1,6,0.02619402171549331
1,7,0.025873887657032163
1,8,0.0320159090260055
1,9,0.02818432726192745
1,10,0.02221645279411602
1,11,0.02775650942635718
1,12,0.035554908642837516
1,13,0.02168229575642164
1,14,0.018479920113972252
1,15,0.02651775472949072
1,16,0.02773315135440572
1,17,0.03105624090484322
1,18,0.021349690030303643
1,19,0.02263006068331582
1,20,0.02797340323609348
2,1,0.03020200048585628
2,2,0.0316017520682661
2,3,0.021676922099685265
2,4,0.027624042242594852
2,5,0.029502206197799016
2,6,0.024348325959712896
2,7,0.023143400968291077
2,8,0.032065302431583384
2,9,0.025004294827193074
2,10,0.034418777068115025
2,11,0.033558584679936956
2,12,0.027457396614132414
2,13,0.023876454919411007
2,14,0.019502746984016238
2,15,0.03117197509354971
2,16,0.027294457590566878
2,17,0.03596144876476688
2,18,0.035925671432785945
2,19,0.024097359108943412
2,20,0.02828037488100706
3,1,0.027692034999596306
3,2,0.03757661184634859
3,3,0.03507700739646235
3,4,0.027321785062036866
3,5,0.024812961166369975
3,6,0.032474597672486775
3,7,0.023297382196946357
3,8,0.031041644056159234
3,9,0.034162619288455556
3,10,0.029426416490248852
3,11,0.026384461298067187
3,12,0.028380576829400213
3,13,0.02816508118877118
3,14,0.028674233771305617
3,15,0.029086169913481747
3,16,0.03142722952139071
3,17,0.027932169822987973
3,18,0.02981489518409004
3,19,0.024538884336098722
3,20,0.03450614797427834
4,1,0.028848431243132678
4,2,0.03514587226251449
4,3,0.029965569876106782
4,4,0.030488756342210932
4,5,0.03321300790029926
4,6,0.027788841073213884
4,7,0.02507045664349364
4,8,0.02975040102543792
4,9,0.030316255846856193
4,10,0.02941057873352995
4,11,0.028264153462191372
4,12,0.025487602142042334
4,13,0.024964286545946915
4,14,0.022334770344046607
4,15,0.024301872406247007
4,16,0.026270481824805233
4,17,0.031155149915307653
4,18,0.03100123648196267
4,19,0.03228456881229589
4,20,0.027303787149462314
5,1,0.027242856004358655
5,2,0.021704422187617926
5,3,0.03270086062510941
5,4,0.03211348353952187
5,5,0.023650231212817615
5,6,0.027849345593720494
5,7,0.023449033811253628
5,8,0.03328548799321898
5,9,0.02742002183425473
5,10,0.02340153875612007
5,11,0.030843116373151114
5,12,0.02750428384681042
5,13,0.02896029841441026
5,14,0.022623197661235495
5,15,0.029064324084423353
5,16,0.02751868544523041
5,17,0.028162404988561957
5,18,0.024697959130229263
5,19,0.027411327804899816
5,20,0.026526264051126177
6,1,0.027758704983535862
6,2,0.02960459106028017
6,3,0.035091621311613905
6,4,0.03150410721687305
6,5,0.027499249739759327
6,6,0.022643796305195477
6,7,0.021211285208037323
6,8,0.029442204354166425
6,9,0.03179975858747314
6,10,0.039104386848561885
6,11,0.03117941656929053
6,12,0.029285210689284615
6,13,0.028052754460866837
6,14,0.027438219843799485
6,15,0.028294883295033275
6,16,0.02636337070640321
6,17,0.029721296952521854
6,18,0.021540668311173745
6,19,0.025117096336396846
6,20,0.026779405005823743
7,1,0.02848693708296597
7,2,0.03163915603587842
7,3,0.024187348606462124
7,4,0.03048695902863134
7,5,0.029736958673334892
7,6,0.032569321457416686
7,7,0.02785309019505019
7,8,0.03272187040070238
7,9,0.027153266048791033
7,10,0.03068223857889592
7,11,0.03158797856112525
7,12,0.024469965374958304
7,13,0.020904526693265448
7,14,0.02671025479519105
7,15,0.029090961027849978
7,16,0.02726256062767196
7,17,0.026471815521805497
7,18,0.02058175746132055
7,19,0.021174065066291797
7,20,0.022171379187139947
8,1,0.023468090882778708
8,2,0.022701804407102212
8,3,0.027513038200661
8,4,0.02861823212533138
8,5,0.027159391194526695
8,6,0.032854195106882866
8,7,0.03454814897113613
8,8,0.02895717483736835
8,9,0.029421027885848227
8,10,0.03822474321434707
8,11,0.026917025523167906
8,12,0.02294568988767814
8,13,0.027030794892454635
8,14,0.03217984872605919
8,15,0.026730508575108978
8,16,0.03737638057225779
8,17,0.021475969754792268
8,18,0.02765130374137609
8,19,0.02339932217927112
8,20,0.026381238840879753
9,1,0.024599533552079944
9,2,0.03122831452985464
9,3,0.02720666730074833
9,4,0.021597125266658634
9,5,0.03428795686736521
9,6,0.02683669322040893
9,7,0.027364350114681895
9,8,0.025053741454879715
9,9,0.0211422262165271
9,10,0.02619451181606455
9,11,0.027704836524358144
9,12,0.025849320250146572
9,13,0.02578231300679973
9,14,0.02191786039652884
9,15,0.03299511409667425
9,16,0.02843487234596821
9,17,0.029566479438510197
9,18,0.03451249413487978
9,19,0.02193640176282086
9,20,0.021180784182447215
10,1,0.030662922524455304
10,2,0.03423302318810881
10,3,0.02823727328662324
10,4,0.0322775754624769
10,5,0.030948569337188904
10,6,0.02781271522350907
10,7,0.029355988435768633
10,8,0.02227041163910582
10,9,0.024193025197860554
10,10,0.027444188128086994
10,11,0.0294665176347276
10,12,0.027461715665599642
10,13,0.023478340861558717
10,14,0.02674272285052913
10,15,0.03102256132121183
10,16,0.02859679668566171
10,17,0.024762378405722457
10,18,0.022629508955103038
10,19,0.026272613118261658
10,20,0.03356340089536379
11,1,0.025478617625982292
11,2,0.02936021388473411
11,3,0.029674042806572026
11,4,0.028032322066372534
11,5,0.037479722754264776
11,6,0.028546942173640982
11,7,0.026482288388881073
11,8,0.03112805575261863
11,9,0.02868180531679113
11,10,0.02846486071405787
11,11,0.022098713714610085
11,12,0.02692683466820744
