X,Y,Value
39,182,0.02878509447532442
55,56,0.031178460269661888
90,35,0.024667416750207893
53,102,0.019851129099645263
154,200,0.028003517602457954
48,149,0.03175587474843103
103,66,0.03083760295959691
55,111,0.032659573338918384
117,60,0.01936253619473806
78,24,0.03951372037039569
190,159,0.017757532588582446
87,186,0.031882068464170264
25,84,0.044654723836923704
167,179,0.043371868079799716
21,92,0.03425113560003039
177,36,0.03211105440386511
34,167,0.02165966642289502
115,124,0.036597770779801614
132,180,0.02425499199739568
35,153,0.033745840221483595
29,169,0.03255942345972387
148,14,0.0388834479176879
55,57,0.028052017869701386
167,5,0.04540485710898707
147,24,0.02675691227991236
7,162,0.030246042802975916
186,54,0.0300352109834688
99,46,0.03129870745811413
7,28,0.03316717776151695
181,89,0.016498459145548566
184,190,0.02412801708020961
12,91,0.02877867894465134
76,173,0.03389831863231028
182,2,0.038023948399779316
156,185,0.032960378080738914
88,126,0.03159433541821695
125,96,0.03426929673316605
56,14,0.036898149811766104
106,192,0.03248490058596537
46,16,0.03709225506924592
132,11,0.021543956332781194
71,27,0.029967426251788606
127,148,0.03711334623566337
23,153,0.030797856396805597
111,186,0.030099158290292718
166,125,0.029917759949993912
119,121,0.02126508888457526
122,6,0.03024061023411998
104,37,0.03130886606271453
54,193,0.030496542087417783
123,81,0.0331684996588694
117,3,0.035870513303147694
19,121,0.029123126463434637
53,146,0.026289215344906722
193,90,0.03014208253263448
50,10,0.03301440908139344
138,196,0.02962229789013912
199,76,0.03839033524276288
69,66,0.03751467040194539
177,93,0.03281802917272857
200,186,0.03138365942680008
35,132,0.020743032902196784
5,146,0.02994836262560397
109,7,0.031678223674353544
15,59,0.040079637589055125
24,96,0.02416896606357021
122,66,0.029960022533689634
176,148,0.03261834790721065
194,15,0.040324494290039
40,51,0.03169157783952954
23,45,0.022651142661138837
187,87,0.027125058392701094
3,127,0.030443635848194
98,96,0.03170245859190554
31,42,0.022585265546237743
116,77,0.030351503959621672
89,44,0.018935540701652043
83,14,0.0208356855088484
86,81,0.032519356345285855
191,197,0.025882269370144997
130,53,0.03932822414712622
147,105,0.0309260993991653
199,10,0.03908854231356679
151,101,0.02627426283389983
111,45,0.0347804890070346
170,194,0.030393590251156708
184,108,0.027530498335431336
151,155,0.025254968762269056
162,193,0.03878947250640521
11,132,0.029045811939574128
46,119,0.02192739544891123
132,87,0.029997987749793297
62,62,0.026070224628058327
112,3,0.02748462753505492
125,200,0.02372923953967198
48,120,0.029230354625494198
149,103,0.03036076304095693
33,167,0.026573392907087594
106,123,0.03291119714083559
198,59,0.02936675215839728
150,23,0.02527400714795203
45,167,0.03149329980311478
35,43,0.026457859894148266
107,101,0.025744462947652893
70,30,0.029198593748853228
198,137,0.03237348446345552
133,69,0.040033212255054434
81,13,0.03346754751658149
20,81,0.038976387574470236
1,106,0.03011889170557337
93,2,0.024550188282229147
193,61,0.030562688597933305
153,84,0.02836173888394717
8,169,0.0324720734414293
28,63,0.03988510793856462
92,156,0.034713715033178646
186,70,0.035875525542171154
106,53,0.03874179830872299
38,117,0.02496486362604102
114,33,0.01909007480893578
93,3,0.03172603105446842
80,175,0.01590694781721029
6,171,0.029006961766654932
125,151,0.037406180985041365
3,49,0.03678209539714666
120,199,0.02685686781916266
28,183,0.022631528941680728
44,183,0.018494305471488528
49,179,0.0265508508964073
126,74,0.03349312726071603
104,51,0.027442063806236802
121,72,0.04083795590757395
132,159,0.043229380771299626
27,168,0.03432416874557011
175,51,0.02882804332139448
72,71,0.04208368709448744
171,84,0.027532191814323793
147,28,0.02813446077014
146,92,0.032713532993772304
133,39,0.020626862520131954
86,59,0.030114907389858694
33,17,0.02826853500524019
173,157,0.03623780575832063
194,119,0.020037827897902972
143,123,0.02335811919956371
132,170,0.030874839245201333
75,77,0.03311438968793716
80,119,0.020260000866659203
55,27,0.030653028769674913
180,34,0.029698082242984872
20,106,0.027632799881620596
93,191,0.03479476264055964
65,165,0.02697735737960965
27,67,0.02176528248744619
113,168,0.03621510172202768
150,2,0.024052078049709373
